district,year,window_start,window_end,district_mm,district_mm_lag1,district_mm_lag2,district_first3d,district_first5d,district_max1d,district_max3d,district_p90,api_start
Hoshiarpur,2015,2015-08-14,2015-08-24,65.221,140.682,64.022,19.117,20.782,19.479,40.344,17.392,115.113
Jalandhar,2015,2015-08-14,2015-08-24,51.662,33.379,22.974,13.298,19.65,27.201,31.941,12.729,32.43
Kapurthala,2015,2015-08-14,2015-08-24,37.511,31.464,34.576,12.82,18.992,17.444,18.462,10.474,33.203
Ludhiana,2015,2015-08-14,2015-08-24,57.072,57.435,10.48,9.938,12.29,31.57,44.053,10.84,51.326
Mansa,2015,2015-08-14,2015-08-24,5.672,10.437,3.41,0.941,1.016,3.137,3.897,0.998,10.413
Moga,2015,2015-08-14,2015-08-24,19.364,8.28,12.683,3.057,5.026,13.117,13.171,3.37,10.744
Muktsar,2015,2015-08-14,2015-08-24,7.904,22.817,44.786,4.202,4.202,3.674,4.202,3.398,27.638
Patiala,2015,2015-08-14,2015-08-24,54.177,72.061,9.629,2.927,7.48,33.144,37.626,9.658,60.142
Rupnagar,2015,2015-08-14,2015-08-24,114.11,93.758,56.651,38.386,38.386,60.05,75.159,24.126,82.691
Sahibzada Ajit Singh Nagar,2015,2015-08-14,2015-08-24,75.795,83.022,54.869,16.86,16.901,35.32,56.48,17.852,82.155
Sangrur,2015,2015-08-14,2015-08-24,33.146,30.985,5.246,4.811,10.049,18.905,19.95,6.025,28.381
Shahid Bhagat Singh Nagar,2015,2015-08-14,2015-08-24,62.515,75.967,28.808,33.798,34.385,17.655,33.798,16.029,69.032
Tarn Taran,2015,2015-08-14,2015-08-24,17.21,10.536,42.153,5.201,5.969,7.082,8.803,4.6,20.689
Amritsar,2015,2015-08-24,2015-09-03,0.287,37.92,42.571,0.286,0.286,0.286,0.286,0.029,41.019
Barnala,2015,2015-08-24,2015-09-03,0.056,40.273,21.906,0.054,0.054,0.054,0.054,0.007,36.401
Bathinda,2015,2015-08-24,2015-09-03,0.096,8.447,29.937,0.096,0.096,0.096,0.096,0.01,15.587
Faridkot,2015,2015-08-24,2015-09-03,1.377,25.359,18.24,1.377,1.377,1.377,1.377,0.138,25.347
Fatehgarh Sahib,2015,2015-08-24,2015-09-03,3.495,67.326,88.541,0.0,0.0,3.495,3.495,0.349,83.281
Firozpur,2015,2015-08-24,2015-09-03,2.314,7.346,6.688,2.314,2.314,2.314,2.314,0.231,9.114
Gurdaspur,2015,2015-08-24,2015-09-03,15.643,39.792,166.858,5.216,13.694,8.478,8.514,5.512,69.162
Hoshiarpur,2015,2015-08-24,2015-09-03,2.972,65.221,140.682,1.367,2.876,1.509,1.509,1.233,86.364
Jalandhar,2015,2015-08-24,2015-09-03,2.266,51.662,33.379,1.411,1.483,1.411,1.411,0.846,49.355
Kapurthala,2015,2015-08-24,2015-09-03,0.334,37.511,31.464,0.045,0.045,0.289,0.289,0.069,37.631
Ludhiana,2015,2015-08-24,2015-09-03,3.675,57.072,57.435,2.508,2.618,2.416,2.508,1.193,62.031
Mansa,2015,2015-08-24,2015-09-03,0.006,5.672,10.437,0.006,0.006,0.006,0.006,0.001,8.15
Moga,2015,2015-08-24,2015-09-03,1.561,19.364,8.28,1.515,1.516,1.515,1.515,0.192,18.91
Muktsar,2015,2015-08-24,2015-09-03,0.86,7.904,22.817,0.86,0.86,0.86,0.86,0.086,14.917
Patiala,2015,2015-08-24,2015-09-03,3.107,54.177,72.061,0.0,0.851,2.256,2.256,0.991,64.998
Rupnagar,2015,2015-08-24,2015-09-03,14.213,114.11,93.758,11.669,14.025,11.665,11.669,3.287,107.674
Sahibzada Ajit Singh Nagar,2015,2015-08-24,2015-09-03,7.231,75.795,83.022,0.435,6.884,6.449,6.449,0.955,86.813
Sangrur,2015,2015-08-24,2015-09-03,0.149,33.146,30.985,0.124,0.131,0.124,0.124,0.029,35.332
Shahid Bhagat Singh Nagar,2015,2015-08-24,2015-09-03,3.628,62.515,75.967,3.094,3.12,3.094,3.094,0.767,62.758
Tarn Taran,2015,2015-08-24,2015-09-03,0.872,17.21,10.536,0.872,0.872,0.872,0.872,0.087,19.306
Amritsar,2015,2015-09-03,2015-09-13,0.0,0.287,37.92,0.0,0.0,0.0,0.0,0.0,14.414
Barnala,2015,2015-09-03,2015-09-13,0.0,0.056,40.273,0.0,0.0,0.0,0.0,0.0,12.715
Bathinda,2015,2015-09-03,2015-09-13,0.0,0.096,8.447,0.0,0.0,0.0,0.0,0.0,5.472
Faridkot,2015,2015-09-03,2015-09-13,0.0,1.377,25.359,0.0,0.0,0.0,0.0,0.0,9.372
Fatehgarh Sahib,2015,2015-09-03,2015-09-13,0.031,3.495,67.326,0.031,0.031,0.031,0.031,0.003,32.533
Firozpur,2015,2015-09-03,2015-09-13,0.0,2.314,7.346,0.0,0.0,0.0,0.0,0.0,4.074
Gurdaspur,2015,2015-09-03,2015-09-13,2.992,15.643,39.792,2.95,2.992,2.933,2.95,0.315,32.727
Hoshiarpur,2015,2015-09-03,2015-09-13,0.884,2.972,65.221,0.109,0.884,0.773,0.83,0.129,31.664
Jalandhar,2015,2015-09-03,2015-09-13,0.015,2.266,51.662,0.015,0.015,0.015,0.015,0.001,18.581
Kapurthala,2015,2015-09-03,2015-09-13,0.0,0.334,37.511,0.0,0.0,0.0,0.0,0.0,13.427
Ludhiana,2015,2015-09-03,2015-09-13,0.26,3.675,57.072,0.26,0.26,0.26,0.26,0.026,23.726
Mansa,2015,2015-09-03,2015-09-13,0.0,0.006,5.672,0.0,0.0,0.0,0.0,0.0,2.844
Moga,2015,2015-09-03,2015-09-13,0.0,1.561,19.364,0.0,0.0,0.0,0.0,0.0,7.226
Muktsar,2015,2015-09-03,2015-09-13,0.0,0.86,7.904,0.0,0.0,0.0,0.0,0.0,5.534
Patiala,2015,2015-09-03,2015-09-13,0.191,3.107,54.177,0.191,0.191,0.191,0.191,0.019,25.423
Rupnagar,2015,2015-09-03,2015-09-13,0.328,14.213,114.11,0.282,0.328,0.251,0.284,0.055,44.122
Sahibzada Ajit Singh Nagar,2015,2015-09-03,2015-09-13,0.313,7.231,75.795,0.313,0.313,0.186,0.313,0.133,34.577
Sangrur,2015,2015-09-03,2015-09-13,0.004,0.149,33.146,0.004,0.004,0.004,0.004,0.0,12.39
Shahid Bhagat Singh Nagar,2015,2015-09-03,2015-09-13,0.192,3.628,62.515,0.192,0.192,0.189,0.192,0.022,23.737
Tarn Taran,2015,2015-09-03,2015-09-13,0.0,0.872,17.21,0.0,0.0,0.0,0.0,0.0,7.07
Amritsar,2015,2015-09-13,2015-09-23,45.485,0.0,0.287,0.0,6.93,38.321,38.555,10.069,5.026
Barnala,2015,2015-09-13,2015-09-23,66.029,0.0,0.056,0.0,0.012,61.494,66.017,9.8,4.434
Bathinda,2015,2015-09-13,2015-09-23,52.176,0.0,0.096,0.0,0.0,41.732,52.176,13.178,1.908
Faridkot,2015,2015-09-13,2015-09-23,32.405,0.0,1.377,0.0,0.0,19.547,32.405,9.958,3.268
Fatehgarh Sahib,2015,2015-09-13,2015-09-23,39.574,0.031,3.495,0.0,2.059,32.619,37.515,7.577,11.356
Firozpur,2015,2015-09-13,2015-09-23,22.435,0.0,2.314,0.0,0.258,11.733,22.177,8.436,1.421
Gurdaspur,2015,2015-09-13,2015-09-23,39.468,2.992,15.643,0.257,1.675,37.779,37.793,5.054,12.578
Hoshiarpur,2015,2015-09-13,2015-09-23,8.626,0.884,2.972,0.0,2.259,3.12,6.354,2.332,11.497
Jalandhar,2015,2015-09-13,2015-09-23,20.252,0.015,2.266,0.0,3.942,7.9,16.31,5.649,6.485
Kapurthala,2015,2015-09-13,2015-09-23,26.966,0.0,0.334,0.0,9.895,11.042,17.071,10.01,4.682
Ludhiana,2015,2015-09-13,2015-09-23,41.184,0.26,3.675,0.0,6.087,24.632,35.097,11.069,8.374
Mansa,2015,2015-09-13,2015-09-23,20.886,0.0,0.006,0.0,0.0,17.72,20.866,4.033,0.992
Moga,2015,2015-09-13,2015-09-23,31.635,0.0,1.561,0.0,0.41,18.415,31.225,9.839,2.519
Muktsar,2015,2015-09-13,2015-09-23,36.786,0.0,0.86,0.0,0.0,27.268,36.786,10.021,1.93
Patiala,2015,2015-09-13,2015-09-23,46.74,0.191,3.107,0.0,0.868,39.727,45.701,8.771,8.938
Rupnagar,2015,2015-09-13,2015-09-23,24.063,0.328,14.213,0.0,4.779,15.366,19.265,4.848,15.53
Sahibzada Ajit Singh Nagar,2015,2015-09-13,2015-09-23,39.628,0.313,7.231,0.0,7.174,30.498,32.019,6.792,12.183
Sangrur,2015,2015-09-13,2015-09-23,45.424,0.004,0.149,0.0,0.76,41.917,44.401,5.406,4.322
Shahid Bhagat Singh Nagar,2015,2015-09-13,2015-09-23,24.091,0.192,3.628,0.0,2.541,14.546,21.531,7.687,8.351
Tarn Taran,2015,2015-09-13,2015-09-23,34.376,0.0,0.872,0.0,7.097,25.07,27.279,8.894,2.465
Amritsar,2015,2015-09-23,2015-09-30,72.713,45.485,0.0,72.713,72.713,72.713,72.713,29.085,44.356
Barnala,2015,2015-09-23,2015-09-30,12.879,66.029,0.0,12.875,12.875,12.875,12.875,5.152,61.331
Bathinda,2015,2015-09-23,2015-09-30,6.797,52.176,0.0,6.52,6.797,6.517,6.52,2.773,48.585
Faridkot,2015,2015-09-23,2015-09-30,15.706,32.405,0.0,15.559,15.659,15.536,15.559,6.274,30.836
Fatehgarh Sahib,2015,2015-09-23,2015-09-30,53.153,39.574,0.0,53.153,53.153,53.153,53.153,21.261,38.414
Firozpur,2015,2015-09-23,2015-09-30,14.118,22.435,0.0,13.613,13.972,12.762,13.613,5.615,21.201
Gurdaspur,2015,2015-09-23,2015-09-30,143.476,39.211,0.257,143.373,143.476,142.278,143.373,57.568,43.127
Hoshiarpur,2015,2015-09-23,2015-09-30,105.85,8.626,0.0,105.75,105.85,103.839,105.75,42.682,11.239
Jalandhar,2015,2015-09-23,2015-09-30,63.729,20.252,0.0,63.28,63.28,63.261,63.28,25.574,19.082
Kapurthala,2015,2015-09-23,2015-09-30,59.141,26.966,0.0,59.141,59.141,59.139,59.141,23.657,23.627
Ludhiana,2015,2015-09-23,2015-09-30,40.33,41.184,0.0,39.535,39.535,39.47,39.535,16.265,37.332
Mansa,2015,2015-09-23,2015-09-30,4.479,20.886,0.0,4.479,4.479,4.475,4.479,1.792,19.333
Moga,2015,2015-09-23,2015-09-30,22.955,31.635,0.0,22.881,22.904,22.881,22.881,9.183,29.758
Muktsar,2015,2015-09-23,2015-09-30,8.956,36.786,0.0,8.695,8.956,8.5,8.695,3.557,34.463
Patiala,2015,2015-09-23,2015-09-30,36.274,46.74,0.0,36.274,36.274,36.274,36.274,14.51,44.33
Rupnagar,2015,2015-09-23,2015-09-30,74.342,24.063,0.0,74.287,74.341,73.947,74.287,29.783,25.25
Sahibzada Ajit Singh Nagar,2015,2015-09-23,2015-09-30,78.794,39.628,0.0,78.794,78.794,78.659,78.794,31.545,37.378
Sangrur,2015,2015-09-23,2015-09-30,24.007,45.424,0.0,23.966,23.966,23.966,23.966,9.611,42.101
Shahid Bhagat Singh Nagar,2015,2015-09-23,2015-09-30,54.647,24.091,0.0,54.646,54.647,54.287,54.646,21.93,23.181
Tarn Taran,2015,2015-09-23,2015-09-30,53.486,34.376,0.0,53.423,53.423,53.423,53.423,21.407,31.994
Amritsar,2016,2016-06-15,2016-06-25,66.134,0.935,13.073,23.211,26.28,31.726,38.973,14.928,4.616
Barnala,2016,2016-06-15,2016-06-25,15.563,8.006,17.601,8.023,8.025,8.023,8.023,7.012,11.745
Bathinda,2016,2016-06-15,2016-06-25,11.93,8.299,19.081,4.457,4.488,7.366,7.442,4.748,10.674
Faridkot,2016,2016-06-15,2016-06-25,19.533,4.106,21.011,2.861,2.861,16.672,16.672,4.242,7.872
Fatehgarh Sahib,2016,2016-06-15,2016-06-25,30.137,9.94,21.81,17.962,18.517,11.814,17.962,6.715,11.134
Firozpur,2016,2016-06-15,2016-06-25,6.668,3.15,4.557,0.956,1.087,5.194,5.581,1.369,3.811
Gurdaspur,2016,2016-06-15,2016-06-25,69.282,8.96,3.681,20.255,22.438,27.666,37.99,11.413,7.978
Hoshiarpur,2016,2016-06-15,2016-06-25,74.756,28.106,5.88,25.351,36.852,17.511,36.446,15.76,20.035
Jalandhar,2016,2016-06-15,2016-06-25,41.116,10.151,10.217,2.809,12.242,20.061,28.446,10.369,10.759
Kapurthala,2016,2016-06-15,2016-06-25,35.814,7.838,7.999,3.433,9.648,17.002,26.081,6.818,8.982
Ludhiana,2016,2016-06-15,2016-06-25,27.546,5.766,10.911,8.494,11.942,13.978,14.915,5.859,6.307
Mansa,2016,2016-06-15,2016-06-25,11.131,9.35,13.615,7.206,7.37,7.206,7.206,4.097,11.834
Moga,2016,2016-06-15,2016-06-25,15.284,3.908,6.672,1.196,1.865,10.663,13.412,3.516,5.248
Muktsar,2016,2016-06-15,2016-06-25,9.166,5.767,16.74,0.555,0.555,8.611,8.611,1.361,8.099
Patiala,2016,2016-06-15,2016-06-25,15.431,11.853,13.987,5.962,7.111,5.391,8.32,3.951,12.744
Rupnagar,2016,2016-06-15,2016-06-25,77.015,23.925,10.213,64.162,64.559,32.29,64.162,31.822,18.192
Sahibzada Ajit Singh Nagar,2016,2016-06-15,2016-06-25,56.69,21.622,15.387,46.76,47.117,35.94,46.76,13.332,18.669
Sangrur,2016,2016-06-15,2016-06-25,22.467,16.93,13.275,10.471,11.768,10.663,10.688,10.488,20.385
Shahid Bhagat Singh Nagar,2016,2016-06-15,2016-06-25,45.389,12.611,6.319,29.985,31.836,15.786,29.985,13.119,10.157
Tarn Taran,2016,2016-06-15,2016-06-25,44.682,1.234,6.936,10.142,16.945,24.231,27.737,8.105,3.921
Amritsar,2016,2016-06-25,2016-07-05,52.834,66.134,0.935,1.249,12.421,21.667,40.213,18.419,48.073
Barnala,2016,2016-06-25,2016-07-05,62.242,15.563,8.006,1.702,7.098,42.997,55.139,15.227,13.931
Bathinda,2016,2016-06-25,2016-07-05,51.061,11.93,8.299,4.421,4.799,23.66,46.195,22.622,12.156
Faridkot,2016,2016-06-25,2016-07-05,47.743,19.533,4.106,11.119,11.119,30.06,36.624,13.013,18.858
Fatehgarh Sahib,2016,2016-06-25,2016-07-05,58.932,30.137,9.94,1.6,26.082,24.482,31.598,14.776,21.238
Firozpur,2016,2016-06-25,2016-07-05,22.548,6.668,3.15,5.621,6.83,13.273,15.39,6.386,6.76
Gurdaspur,2016,2016-06-25,2016-07-05,77.085,69.282,8.96,26.527,49.679,23.152,49.679,22.399,51.259
Hoshiarpur,2016,2016-06-25,2016-07-05,99.671,74.756,28.106,17.819,64.057,46.238,64.057,21.869,55.617
Jalandhar,2016,2016-06-25,2016-07-05,99.687,41.116,10.151,2.254,36.459,38.928,59.353,34.677,35.115
Kapurthala,2016,2016-06-25,2016-07-05,76.557,35.814,7.838,2.691,21.997,33.333,49.787,20.709,30.484
Ludhiana,2016,2016-06-25,2016-07-05,100.597,27.546,5.766,2.735,44.402,41.667,55.298,31.255,21.452
Mansa,2016,2016-06-25,2016-07-05,45.238,11.131,9.35,2.463,4.558,23.05,40.584,17.176,10.395
Moga,2016,2016-06-25,2016-07-05,70.914,15.284,3.908,20.317,21.828,23.593,45.248,20.645,14.515
Muktsar,2016,2016-06-25,2016-07-05,36.37,9.166,5.767,0.447,0.62,35.75,35.75,3.977,10.789
Patiala,2016,2016-06-25,2016-07-05,56.89,15.431,11.853,3.079,17.942,22.215,38.207,15.574,14.727
Rupnagar,2016,2016-06-25,2016-07-05,96.35,77.015,23.925,7.109,47.024,39.674,46.783,23.832,42.709
Sahibzada Ajit Singh Nagar,2016,2016-06-25,2016-07-05,65.177,56.69,21.622,11.905,33.376,21.272,33.177,13.342,33.913
Sangrur,2016,2016-06-25,2016-07-05,68.548,22.467,16.93,0.004,20.094,26.566,48.454,22.351,21.553
Shahid Bhagat Singh Nagar,2016,2016-06-25,2016-07-05,119.7,45.389,12.611,9.305,72.194,62.875,72.18,24.439,28.26
Tarn Taran,2016,2016-06-25,2016-07-05,56.489,44.682,1.234,0.63,5.713,24.802,48.657,19.978,34.014
Amritsar,2016,2016-07-05,2016-07-15,21.795,52.834,66.134,9.221,13.546,9.046,9.221,7.61,58.056
Barnala,2016,2016-07-05,2016-07-15,26.594,62.242,15.563,5.606,5.608,19.872,20.29,4.995,54.297
Bathinda,2016,2016-07-05,2016-07-15,27.785,51.061,11.93,0.583,0.583,25.548,27.119,3.969,46.047
Faridkot,2016,2016-07-05,2016-07-15,30.815,47.743,19.533,0.404,0.417,30.241,30.398,3.316,44.264
Fatehgarh Sahib,2016,2016-07-05,2016-07-15,9.708,58.932,30.137,5.87,5.87,3.426,5.87,2.271,48.614
Firozpur,2016,2016-07-05,2016-07-15,17.217,22.548,6.668,2.576,2.862,13.17,13.926,3.581,19.717
Gurdaspur,2016,2016-07-05,2016-07-15,28.734,77.085,69.282,8.082,16.061,7.979,10.677,7.848,65.805
Hoshiarpur,2016,2016-07-05,2016-07-15,24.553,99.671,74.756,6.399,14.002,7.603,9.308,6.519,85.24
Jalandhar,2016,2016-07-05,2016-07-15,22.744,99.687,41.116,9.373,11.463,9.214,9.373,4.771,84.884
Kapurthala,2016,2016-07-05,2016-07-15,24.567,76.557,35.814,7.52,8.993,7.52,11.911,6.684,68.379
Ludhiana,2016,2016-07-05,2016-07-15,37.456,100.597,27.546,13.022,13.634,12.389,13.213,11.312,78.764
Mansa,2016,2016-07-05,2016-07-15,23.451,45.238,11.131,2.079,2.091,18.549,21.283,4.305,40.531
Moga,2016,2016-07-05,2016-07-15,33.82,70.914,15.284,4.413,4.582,22.78,26.538,5.004,57.51
Muktsar,2016,2016-07-05,2016-07-15,25.902,36.37,9.166,2.295,2.312,23.59,23.607,4.424,36.243
Patiala,2016,2016-07-05,2016-07-15,10.367,56.89,15.431,6.09,6.09,4.079,6.09,3.567,46.843
Rupnagar,2016,2016-07-05,2016-07-15,18.169,96.35,77.015,5.412,5.451,8.529,12.066,4.816,81.445
Sahibzada Ajit Singh Nagar,2016,2016-07-05,2016-07-15,11.455,65.177,56.69,2.667,2.667,6.477,7.376,2.323,55.334
Sangrur,2016,2016-07-05,2016-07-15,42.437,68.548,22.467,13.615,13.632,27.478,28.009,9.484,59.412
Shahid Bhagat Singh Nagar,2016,2016-07-05,2016-07-15,57.719,119.7,45.389,10.02,12.236,31.894,34.165,13.376,89.021
Tarn Taran,2016,2016-07-05,2016-07-15,21.071,56.489,44.682,4.052,4.869,11.321,14.268,4.704,58.89
Amritsar,2016,2016-07-15,2016-07-25,95.062,21.795,52.834,68.5,71.95,33.371,68.5,26.001,34.061
Barnala,2016,2016-07-15,2016-07-25,23.049,26.594,62.242,16.347,20.787,8.273,20.784,8.094,35.494
Bathinda,2016,2016-07-15,2016-07-25,36.622,27.785,51.061,29.852,34.733,20.854,31.043,6.894,34.303
Faridkot,2016,2016-07-15,2016-07-25,47.779,30.815,47.743,28.299,38.065,25.703,36.599,11.336,35.595
Fatehgarh Sahib,2016,2016-07-15,2016-07-25,80.499,9.708,58.932,12.689,14.975,44.724,65.524,16.247,22.479
Firozpur,2016,2016-07-15,2016-07-25,40.1,17.217,22.548,25.869,34.048,15.587,29.801,8.504,17.766
Gurdaspur,2016,2016-07-15,2016-07-25,39.428,28.734,77.085,21.063,31.479,15.75,21.063,10.066,41.585
Hoshiarpur,2016,2016-07-15,2016-07-25,55.126,24.553,99.671,8.674,12.859,23.018,42.267,19.198,46.298
Jalandhar,2016,2016-07-15,2016-07-25,77.673,22.744,99.687,50.636,59.958,19.76,50.636,16.992,43.825
Kapurthala,2016,2016-07-15,2016-07-25,100.594,24.567,76.557,73.857,90.853,31.982,73.857,24.438,40.713
Ludhiana,2016,2016-07-15,2016-07-25,56.635,37.456,100.597,20.316,22.798,27.624,33.837,12.725,52.829
Mansa,2016,2016-07-15,2016-07-25,42.585,23.451,45.238,33.554,42.575,16.864,41.076,16.009,29.298
Moga,2016,2016-07-15,2016-07-25,97.568,33.82,70.914,67.16,74.325,28.389,67.16,20.923,42.426
Muktsar,2016,2016-07-15,2016-07-25,38.141,25.902,36.37,20.292,37.709,17.764,35.181,17.452,29.111
Patiala,2016,2016-07-15,2016-07-25,45.261,10.367,56.89,10.752,15.665,16.891,29.596,10.221,22.013
Rupnagar,2016,2016-07-15,2016-07-25,72.74,18.169,96.35,13.741,19.164,31.998,53.401,21.65,42.635
Sahibzada Ajit Singh Nagar,2016,2016-07-15,2016-07-25,68.307,11.455,65.177,6.632,12.713,41.744,55.429,11.191,28.607
Sangrur,2016,2016-07-15,2016-07-25,24.091,42.437,68.548,14.191,20.051,7.609,20.013,6.677,46.16
Shahid Bhagat Singh Nagar,2016,2016-07-15,2016-07-25,47.197,57.719,119.7,9.914,11.291,28.228,35.906,8.997,77.915
Tarn Taran,2016,2016-07-15,2016-07-25,107.969,21.071,56.489,69.345,80.749,37.266,69.345,24.432,36.585
Amritsar,2016,2016-07-25,2016-08-04,44.42,95.062,21.795,6.478,37.909,31.391,37.86,7.661,63.464
Barnala,2016,2016-07-25,2016-08-04,19.251,23.049,26.594,11.168,12.438,9.274,11.168,7.037,24.318
Bathinda,2016,2016-07-25,2016-08-04,4.01,36.622,27.785,0.777,1.962,2.048,2.048,1.271,30.131
Faridkot,2016,2016-07-25,2016-08-04,8.772,47.779,30.815,5.111,5.511,4.374,5.111,3.372,40.666
Fatehgarh Sahib,2016,2016-07-25,2016-08-04,28.098,80.499,9.708,1.354,13.863,10.627,15.067,6.136,72.998
Firozpur,2016,2016-07-25,2016-08-04,7.629,40.1,17.217,3.736,5.451,2.561,4.864,1.797,28.356
Gurdaspur,2016,2016-07-25,2016-08-04,119.64,39.428,28.734,53.293,97.194,43.506,94.68,27.814,36.164
Hoshiarpur,2016,2016-07-25,2016-08-04,45.345,55.126,24.553,9.673,20.816,15.489,26.632,7.451,58.105
Jalandhar,2016,2016-07-25,2016-08-04,37.625,77.673,22.744,22.069,25.922,18.885,25.65,10.081,57.842
Kapurthala,2016,2016-07-25,2016-08-04,69.161,100.594,24.567,40.138,50.245,34.885,49.977,16.75,63.585
Ludhiana,2016,2016-07-25,2016-08-04,15.406,56.635,37.456,3.114,6.261,6.918,10.065,3.007,59.349
Mansa,2016,2016-07-25,2016-08-04,12.735,42.585,23.451,0.682,2.907,9.828,9.828,2.943,30.279
Moga,2016,2016-07-25,2016-08-04,32.1,97.568,33.82,18.979,23.498,13.303,21.444,7.183,70.801
Muktsar,2016,2016-07-25,2016-08-04,8.582,38.141,25.902,2.94,3.695,4.887,4.887,3.038,29.315
Patiala,2016,2016-07-25,2016-08-04,22.65,45.261,10.367,7.801,10.988,6.494,7.801,5.551,42.153
Rupnagar,2016,2016-07-25,2016-08-04,71.606,72.74,18.169,19.048,29.987,23.239,39.744,16.685,70.599
Sahibzada Ajit Singh Nagar,2016,2016-07-25,2016-08-04,49.4,68.307,11.455,12.995,24.377,13.009,19.168,10.801,66.296
Sangrur,2016,2016-07-25,2016-08-04,25.557,24.091,42.437,8.611,10.694,9.931,9.967,5.724,29.431
Shahid Bhagat Singh Nagar,2016,2016-07-25,2016-08-04,27.63,47.197,57.719,6.473,9.189,11.308,18.276,7.229,64.088
Tarn Taran,2016,2016-07-25,2016-08-04,49.157,107.969,21.071,16.681,36.784,20.103,36.495,13.566,73.437
Amritsar,2016,2016-08-04,2016-08-14,41.877,44.42,95.062,2.633,30.602,24.508,30.602,10.186,46.39
Barnala,2016,2016-08-04,2016-08-14,53.438,19.251,23.049,0.0,24.019,22.403,28.445,11.395,21.203
Bathinda,2016,2016-08-04,2016-08-14,32.723,4.01,36.622,0.003,20.398,20.363,26.015,7.094,13.608
Faridkot,2016,2016-08-04,2016-08-14,47.633,8.772,47.779,0.054,29.928,29.874,30.156,17.494,20.063
Fatehgarh Sahib,2016,2016-08-04,2016-08-14,83.639,28.098,80.499,8.354,27.083,43.37,55.097,20.913,45.411
Firozpur,2016,2016-08-04,2016-08-14,37.384,7.629,40.1,2.362,22.955,18.162,22.11,10.625,14.326
Gurdaspur,2016,2016-08-04,2016-08-14,162.622,119.64,39.428,18.532,105.607,75.57,105.465,37.101,77.542
Hoshiarpur,2016,2016-08-04,2016-08-14,180.552,45.345,55.126,34.289,87.634,57.815,87.532,51.689,48.373
Jalandhar,2016,2016-08-04,2016-08-14,59.051,37.625,77.673,10.691,31.633,19.273,31.578,19.144,40.807
Kapurthala,2016,2016-08-04,2016-08-14,91.909,69.161,100.594,18.629,54.856,32.696,54.856,23.24,59.756
Ludhiana,2016,2016-08-04,2016-08-14,38.115,15.406,56.635,1.974,9.184,12.625,24.288,9.365,30.468
Mansa,2016,2016-08-04,2016-08-14,25.836,12.735,42.585,0.0,12.637,12.058,18.588,6.562,22.02
Moga,2016,2016-08-04,2016-08-14,49.071,32.1,97.568,8.529,35.793,25.329,35.793,10.209,42.088
Muktsar,2016,2016-08-04,2016-08-14,43.422,8.582,38.141,0.08,21.17,21.329,22.097,20.946,16.951
Patiala,2016,2016-08-04,2016-08-14,90.181,22.65,45.261,2.104,37.873,42.395,55.591,24.579,29.619
Rupnagar,2016,2016-08-04,2016-08-14,135.566,71.606,72.74,7.502,36.212,43.47,72.491,28.611,69.375
Sahibzada Ajit Singh Nagar,2016,2016-08-04,2016-08-14,82.203,49.4,68.307,8.872,30.448,34.186,49.818,20.017,55.479
Sangrur,2016,2016-08-04,2016-08-14,45.627,25.557,24.091,0.263,31.877,21.948,31.87,10.894,28.772
Shahid Bhagat Singh Nagar,2016,2016-08-04,2016-08-14,91.881,27.63,47.197,2.525,24.861,26.551,53.485,24.898,39.837
Tarn Taran,2016,2016-08-04,2016-08-14,72.668,49.157,107.969,11.001,50.253,37.362,50.253,18.757,52.678
Amritsar,2016,2016-08-14,2016-08-24,20.648,41.877,44.42,14.96,17.007,8.128,15.751,6.962,42.389
Barnala,2016,2016-08-14,2016-08-24,27.113,53.438,19.251,1.323,4.099,18.06,23.014,6.13,43.479
Bathinda,2016,2016-08-14,2016-08-24,21.75,32.723,4.01,0.023,4.657,15.928,17.093,5.695,25.046
Faridkot,2016,2016-08-14,2016-08-24,15.145,47.633,8.772,0.0,1.936,13.209,13.209,3.063,38.646
Fatehgarh Sahib,2016,2016-08-14,2016-08-24,44.567,83.639,28.098,14.148,14.154,14.547,29.845,11.846,72.894
Firozpur,2016,2016-08-14,2016-08-24,4.913,37.384,7.629,0.971,1.161,3.752,3.752,0.811,29.442
Gurdaspur,2016,2016-08-14,2016-08-24,14.104,162.622,119.64,5.472,7.831,2.69,5.472,2.65,130.459
Hoshiarpur,2016,2016-08-14,2016-08-24,40.448,180.552,45.345,3.403,9.27,21.84,27.528,7.464,142.985
Jalandhar,2016,2016-08-14,2016-08-24,44.999,59.051,37.625,13.366,15.084,19.098,29.872,10.594,54.245
Kapurthala,2016,2016-08-14,2016-08-24,59.902,91.909,69.161,35.947,38.451,24.997,35.947,16.955,80.746
Ludhiana,2016,2016-08-14,2016-08-24,54.889,38.115,15.406,5.307,6.104,30.992,48.757,11.64,40.052
Mansa,2016,2016-08-14,2016-08-24,2.389,25.836,12.735,0.128,0.474,1.505,1.915,0.501,25.07
Moga,2016,2016-08-14,2016-08-24,42.407,49.071,32.1,4.697,6.566,35.073,35.841,5.73,44.181
Muktsar,2016,2016-08-14,2016-08-24,9.014,43.422,8.582,0.0,2.97,6.044,6.044,3.277,37.081
Patiala,2016,2016-08-14,2016-08-24,14.299,90.181,22.65,3.447,3.506,5.927,10.134,3.422,70.618
Rupnagar,2016,2016-08-14,2016-08-24,110.279,135.566,71.606,13.013,23.22,63.682,81.146,16.971,127.548
